Li,C,O,Mg,Si,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Nb,Cd,Sn,La,Ce,Nd,Ta,W,Bi,alkali,acid,water,ethanol,glycol,acetone,cms,adsorption,heat1,heat2,shell_number
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,-0.44235570670456525,-0.08268901483958248,-0.09786609232455466,0
0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.333,0.667,0.0,0.0,0,0.09828393867137616,-0.11706523294434776,-0.09614847371650391,1
0.0,0.1429,0.5714,0.0,0.0,0.1429,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.333,0.667,0.0,0.0,0,0.11705909672248326,-0.11706523294434776,-0.09614847371650391,1
0.0,0.1429,0.5714,0.0,0.0,0.1429,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.333,0.667,0.0,0.0,0,0.14520775946777129,-0.11706523294434776,-0.09614847371650391,1
0.0,0.1429,0.5714,0.0,0.0,0.1429,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.333,0.667,0.0,0.0,0,0.10632601161770497,-0.11706523294434776,-0.09614847371650391,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.2222,0,0,0.0,0.0,1.0,0.0,1,-0.015492749400947844,-0.11681251668748847,-0.09771672798214359,1
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.4520224179990039,-0.11649229597593501,-0.09786609232455466,1
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.4520224179990039,-0.11649229597593501,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.4520224179990039,-0.11649229597593501,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.333,0.667,0.0,0.0,1,-0.39656487817567315,-0.1057199464411249,-0.09786609232455466,0
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.333,0.667,0.0,0.0,1,-0.3284404401169629,-0.1057199464411249,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,1,-0.4512891505030924,-0.11591935900752225,-0.09786609232455466,0
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.43788898477180127,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.39768848757792796,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.30388732745889036,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.333,0.667,0.0,0.0,1,-0.4546391919359151,-0.10560649357609268,-0.09786609232455466,1
0.0,0.0,0.5714,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,-0.46193983279097195,-0.1170652000430169,-0.09786609232455466,1
0.0,0.0,0.5714,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,-0.46193983279097195,-0.11704838519389048,-0.09786609232455466,1
0.0,0.0,0.5714,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,-0.46193983279097195,-0.1153464220391095,-0.09786609232455466,1
0.1429,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.015068025046895497,-0.07660037774951955,-0.09786609232455466,1
0.1429,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,0.4345532661405925,-0.09683280534693366,-0.09786609232455466,1
0.1429,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.015068025046895497,0.2875833190039343,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,0.25,0.0,0.0,1,-0.41443869474204187,-0.1153464220391095,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,0.25,0.0,0.0,1,-0.4546391919359151,-0.1153464220391095,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.667,0.333,0.0,0.0,1,0.7817755380629888,-0.11649229597593501,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.2857,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,1.9814195885684023,-0.11477348507069675,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.2857,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,1.9814195885684023,-0.11477348507069675,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.1071,0.2857,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,1.9814195885684023,-0.11477348507069675,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,-0.463964543225553,-0.11477348507069675,-0.09786609232455466,0
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,-0.4634209634689302,-0.11477348507069675,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,0.13831814167371576,-0.1153464220391095,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.2636868302650171,-0.1153464220391095,-0.09786609232455466,0
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1,-0.46389417156868984,-0.11018998932339472,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.2143,0.0,0.2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1,-0.46389417156868984,-0.11018998932339472,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1,-0.46389417156868984,-0.11018998932339472,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.46389417156868984,-0.11018998932339472,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.46389417156868984,-0.11018998932339472,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.46389417156868984,-0.11018998932339472,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,0.5403231136124486,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,0.23881938465839894,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,0.03781689868903256,-0.11591935900752225,-0.09786609232455466,0
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.667,0.333,0.0,0.0,1,0.03781689868903256,-0.11591935900752225,-0.09786609232455466,0
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.667,0.333,0.0,0.0,1,0.23881938465839894,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.667,0.333,0.0,0.0,1,0.33932062764308213,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.667,0.333,0.0,0.0,1,0.5403231136124486,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,-0.2636868302650171,10.207145484988455,-0.09786609232455466,1
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,-0.46227728640275106,-0.09987712389196512,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,-0.4606692665149961,-0.09987712389196512,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,-0.43735297814254964,-0.09987712389196512,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,-0.4003685207241862,10.207145484988455,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,-0.3621780483900066,10.207145484988455,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,-0.3186818924583797,-0.11649229597593501,-0.09786609232455466,0
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,-0.3186818924583797,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,-0.3186818924583797,-0.11133586326022021,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,-0.3186818924583797,-0.10847117841815646,-0.09786609232455466,1
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,-0.3186818924583797,-0.10847117841815646,-0.09786609232455466,0
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,-0.3186818924583797,-0.10847117841815646,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,-0.3186818924583797,-0.10847117841815646,-0.09786609232455466,1
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,-0.3186818924583797,-0.10847117841815646,-0.09786609232455466,1
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.45061498486173945,0.04479418783496506,-0.09786609232455466,0
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.4224663221164515,0.04479418783496506,-0.09786609232455466,1
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.4048734079006465,0.04479418783496506,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1,-0.3733336863613064,-0.10789824144974369,-0.09786609232455466,0
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.0559426878821217,-0.11649229597593501,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.12406712594083197,-0.11649229597593501,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.2603160020582526,-0.11649229597593501,-0.09786609232455466,0
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.5,0.0,0.0,0,-0.45897535792453287,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.46116865471382834,-0.11693211491604329,-0.09786609232455466,0
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.46116865471382834,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.46116865471382834,-0.11420054810228399,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.46116865471382834,-0.11693211491604329,-0.09786609232455466,0
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.46116865471382834,-0.11591935900752225,-0.09786609232455466,1
0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.25,0.75,0.0,0.0,0,-0.46116865471382834,-0.11420054810228399,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.06268434429565067,-0.07660037774951955,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,0.05791714728596914,-0.07660037774951955,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,0.05791714728596914,-0.07660037774951955,-0.09786609232455466,1
0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,-0.06268434429565067,-0.07660037774951955,-0.09786609232455466,1
